Gender,What is your current level of study?,Which type of clothing do you prefer the most?,What do you usually  prefer  to wear for college use?,Does your college have a uniform policy?,How often you buy clothes ?,Which shopping method do you prefer?,what do you prefer in this for shopping ?,What price range do you prefer per clothing item?,What is your average spending ? (per year),Are discounts and offers important while purchasing clothes?,How confident are you while selecting clothes without assistance?,What is the main reason for regret ?,"Do you take opinions  before purchasing, if yes whose opinion?",What makes you trust a fashion brand or platform?,Which factor would make you buy a brand more frequently?,"Is there anything you would like to share about your fashion choices, shopping experience, or challenges you face while buying clothes?",average_spending,clean_feedback,cluster,feedback_sentiment
male,mbbs / medical,formal wear,mixed,yes,on festival,offline shopping,"better prices, try before buying",below ₹500,11825,sometimes,very confident,different from images,friends,quality assurance,better quality,,11825.0,,2,Neutral
female,b.tech / b.e,casual wear,formals,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,25023,yes,very confident,price not worth it,friends,reviews,better prices,,25023.0,,1,Neutral
male,diploma,formal wear,casual wear,no,on festival,both,"better prices, try before buying",₹1001 – ₹2000,27202,sometimes,very confident,quality issues,friends,quality assurance,better quality,,27202.0,,1,Neutral
male,mba,casual wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,16593,no,very confident,quality issues,friends,quality assurance,better quality,,16593.0,,2,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,27214,yes,very confident,different from images,friends,reviews,better prices,,27214.0,,1,Neutral
female,diploma,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",above ₹2000,14860,yes,very confident,poor fit,friends,reviews,better prices,,14860.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,16408,yes,very confident,quality issues,friends,quality assurance,better quality,,16408.0,,2,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,22093,yes,very confident,price not worth it,friends,reviews,better prices,,22093.0,,0,Neutral
female,diploma,casual wear,mixed,no,on festival,both,"better prices, try before buying",above ₹2000,24234,yes,very confident,different from images,friends,reviews,better prices,,24234.0,,0,Neutral
male,post-graduate,formal wear,mixed,yes,2-3 weeks,offline shopping,"better prices, try before buying",₹1001 – ₹2000,13253,sometimes,very confident,poor fit,friends,quality assurance,better quality,,13253.0,,2,Neutral
female,b.tech / b.e,ethnic wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,16683,yes,very confident,different from images,friends,reviews,better prices,,16683.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,15740,sometimes,very confident,different from images,friends,quality assurance,better quality,,15740.0,,2,Neutral
female,diploma,ethnic wear,jeans & t-shirts,no,on festival,online shopping,"more variety, convenience",below ₹500,29625,yes,very confident,no regret,friends,reviews,better prices,,29625.0,,1,Neutral
male,b.tech / b.e,formal wear,casual wear,yes,1-2 months,both,"better prices, try before buying",below ₹500,15317,no,very confident,no regret,friends,quality assurance,better quality,,15317.0,,2,Neutral
male,mbbs / medical,sports wear,casual wear,yes,2-3 weeks,offline shopping,"better prices, try before buying",above ₹2000,11132,sometimes,very confident,no regret,friends,quality assurance,better quality,,11132.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,14389,yes,very confident,price not worth it,friends,quality assurance,better quality,,14389.0,,2,Neutral
female,mba,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,28969,yes,very confident,no regret,friends,reviews,better prices,,28969.0,,1,Neutral
female,mba,ethnic wear,formals,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,25335,yes,very confident,price not worth it,friends,reviews,better prices,,25335.0,,1,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",below ₹500,31339,yes,very confident,no regret,friends,reviews,better prices,,31339.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",above ₹2000,18942,yes,very confident,poor fit,friends,reviews,better prices,,18942.0,,0,Neutral
male,mba,sports wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",below ₹500,24657,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,24657.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,20749,yes,very confident,price not worth it,friends,reviews,better prices,,20749.0,,0,Neutral
female,m.tech / m.e,casual wear,formals,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,27828,yes,very confident,different from images,friends,reviews,better prices,,27828.0,,1,Neutral
male,diploma,formal wear,jeans & t-shirts,yes,on festival,offline shopping,"better prices, try before buying",below ₹500,16469,no,very confident,price not worth it,friends,quality assurance,better quality,,16469.0,,2,Neutral
female,mba,ethnic wear,formals,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,16276,yes,very confident,no regret,friends,reviews,better prices,,16276.0,,2,Neutral
male,post-graduate,formal wear,casual wear,no,2-3 weeks,offline shopping,"better prices, try before buying",₹500 – ₹1000,27057,sometimes,very confident,no regret,friends,quality assurance,better quality,,27057.0,,1,Neutral
male,m.tech / m.e,formal wear,casual wear,yes,1-2 months,both,"better prices, try before buying",below ₹500,12878,yes,very confident,poor fit,friends,quality assurance,better quality,,12878.0,,2,Neutral
female,mbbs / medical,casual wear,mixed,yes,on festival,online shopping,"more variety, convenience",above ₹2000,17420,yes,very confident,quality issues,friends,reviews,better prices,,17420.0,,2,Neutral
female,post-graduate,casual wear,formals,no,2-3 weeks,online shopping,"more variety, convenience",above ₹2000,27781,yes,very confident,quality issues,friends,reviews,better prices,,27781.0,,1,Neutral
female,b.tech / b.e,ethnic wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,28135,yes,very confident,quality issues,friends,reviews,better prices,,28135.0,,1,Neutral
female,m.tech / m.e,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",below ₹500,30590,yes,very confident,different from images,friends,reviews,better prices,,30590.0,,1,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,22815,yes,very confident,no regret,friends,reviews,better prices,,22815.0,,0,Neutral
male,mba,casual wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,12574,no,very confident,price not worth it,friends,quality assurance,better quality,,12574.0,,2,Neutral
female,post-graduate,casual wear,casual wear,yes,2-3 weeks,both,"better prices, try before buying",above ₹2000,18224,yes,very confident,quality issues,friends,reviews,better prices,,18224.0,,2,Neutral
male,mba,formal wear,formals,yes,1-2 months,offline shopping,"better prices, try before buying",below ₹500,12063,yes,very confident,no regret,friends,quality assurance,better quality,,12063.0,,2,Neutral
male,m.tech / m.e,sports wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,22571,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,22571.0,,0,Neutral
male,mba,formal wear,mixed,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,11120,yes,very confident,different from images,friends,quality assurance,better quality,,11120.0,,2,Neutral
female,post-graduate,ethnic wear,casual wear,yes,2-3 weeks,both,"better prices, try before buying",above ₹2000,14845,yes,very confident,different from images,friends,reviews,better prices,,14845.0,,2,Neutral
female,mbbs / medical,casual wear,mixed,yes,on festival,online shopping,"more variety, convenience",₹500 – ₹1000,18073,yes,very confident,different from images,friends,reviews,better prices,,18073.0,,2,Neutral
male,mba,sports wear,mixed,no,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,25969,sometimes,very confident,poor fit,friends,quality assurance,better quality,,25969.0,,1,Neutral
male,m.tech / m.e,sports wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,18383,sometimes,very confident,no regret,friends,quality assurance,better quality,,18383.0,,0,Neutral
female,diploma,ethnic wear,jeans & t-shirts,no,on festival,both,"better prices, try before buying",above ₹2000,22732,yes,very confident,price not worth it,friends,reviews,better prices,,22732.0,,0,Neutral
male,b.tech / b.e,casual wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,18186,no,very confident,poor fit,friends,quality assurance,better quality,,18186.0,,2,Neutral
female,mbbs / medical,casual wear,casual wear,yes,on festival,online shopping,"more variety, convenience",above ₹2000,16600,yes,very confident,quality issues,friends,reviews,better prices,,16600.0,,2,Neutral
female,mba,casual wear,formals,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,21513,yes,very confident,poor fit,friends,reviews,better prices,,21513.0,,0,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,25247,yes,very confident,quality issues,friends,reviews,better prices,,25247.0,,1,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,28785,yes,very confident,price not worth it,friends,reviews,better prices,,28785.0,,1,Neutral
female,b.tech / b.e,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",below ₹500,28200,yes,very confident,price not worth it,friends,reviews,better prices,,28200.0,,1,Neutral
male,mbbs / medical,formal wear,casual wear,no,on festival,both,"better prices, try before buying",above ₹2000,20365,no,very confident,price not worth it,friends,quality assurance,better quality,,20365.0,,0,Neutral
female,mba,casual wear,formals,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,18042,yes,very confident,different from images,friends,reviews,better prices,,18042.0,,2,Neutral
female,mbbs / medical,casual wear,casual wear,yes,2-3 weeks,online shopping,"more variety, convenience",above ₹2000,19566,yes,very confident,price not worth it,friends,reviews,better prices,,19566.0,,0,Neutral
female,diploma,casual wear,jeans & t-shirts,yes,on festival,online shopping,"more variety, convenience",above ₹2000,16085,yes,very confident,poor fit,friends,reviews,better prices,,16085.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",below ₹500,15974,yes,very confident,different from images,friends,reviews,better prices,,15974.0,,2,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,17428,yes,very confident,price not worth it,friends,reviews,better prices,,17428.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,yes,1-2 months,online shopping,"more variety, convenience",above ₹2000,15473,yes,very confident,different from images,friends,reviews,better prices,,15473.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,24818,sometimes,very confident,quality issues,friends,quality assurance,better quality,,24818.0,,1,Neutral
male,b.tech / b.e,formal wear,formals,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,26987,sometimes,very confident,different from images,friends,quality assurance,better quality,,26987.0,,1,Neutral
female,b.tech / b.e,ethnic wear,casual wear,no,1-2 months,both,"better prices, try before buying",below ₹500,25511,yes,very confident,different from images,friends,reviews,better prices,,25511.0,,1,Neutral
male,m.tech / m.e,formal wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,25154,yes,very confident,quality issues,friends,quality assurance,better quality,,25154.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,27822,yes,very confident,quality issues,friends,reviews,better prices,,27822.0,,1,Neutral
male,mba,formal wear,formals,no,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,17463,no,very confident,no regret,friends,quality assurance,better quality,,17463.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,22200,yes,very confident,different from images,friends,reviews,better prices,,22200.0,,0,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,30722,yes,very confident,quality issues,friends,reviews,better prices,,30722.0,,1,Neutral
female,post-graduate,casual wear,formals,yes,2-3 weeks,online shopping,"more variety, convenience",₹1001 – ₹2000,19633,yes,very confident,price not worth it,friends,reviews,better prices,,19633.0,,0,Neutral
male,diploma,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",above ₹2000,15682,yes,very confident,price not worth it,friends,quality assurance,better quality,,15682.0,,2,Neutral
female,b.tech / b.e,casual wear,mixed,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,31054,yes,very confident,poor fit,friends,reviews,better prices,,31054.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,15836,yes,very confident,poor fit,friends,reviews,better prices,,15836.0,,2,Neutral
male,post-graduate,formal wear,casual wear,no,2-3 weeks,offline shopping,"better prices, try before buying",₹500 – ₹1000,19972,no,very confident,price not worth it,friends,quality assurance,better quality,,19972.0,,0,Neutral
male,post-graduate,formal wear,casual wear,no,2-3 weeks,offline shopping,"better prices, try before buying",below ₹500,21611,sometimes,very confident,no regret,friends,quality assurance,better quality,,21611.0,,0,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,yes,1-2 months,online shopping,"more variety, convenience",below ₹500,14332,yes,very confident,different from images,friends,reviews,better prices,,14332.0,,2,Neutral
female,mbbs / medical,casual wear,mixed,yes,on festival,online shopping,"more variety, convenience",below ₹500,18859,yes,very confident,quality issues,friends,reviews,better prices,,18859.0,,0,Neutral
female,mbbs / medical,casual wear,casual wear,yes,on festival,online shopping,"more variety, convenience",above ₹2000,19905,yes,very confident,price not worth it,friends,reviews,better prices,,19905.0,,0,Neutral
male,mbbs / medical,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",below ₹500,15944,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,15944.0,,2,Neutral
male,b.tech / b.e,casual wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,23659,yes,very confident,quality issues,friends,quality assurance,better quality,,23659.0,,0,Neutral
male,b.tech / b.e,sports wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,12771,sometimes,very confident,quality issues,friends,quality assurance,better quality,,12771.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,12186,no,very confident,no regret,friends,quality assurance,better quality,,12186.0,,2,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,16184,yes,very confident,quality issues,friends,reviews,better prices,,16184.0,,2,Neutral
male,mba,sports wear,casual wear,yes,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,15001,sometimes,very confident,poor fit,friends,quality assurance,better quality,,15001.0,,2,Neutral
female,m.tech / m.e,casual wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,25364,yes,very confident,quality issues,friends,reviews,better prices,,25364.0,,1,Neutral
female,m.tech / m.e,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",above ₹2000,19604,yes,very confident,price not worth it,friends,reviews,better prices,,19604.0,,0,Neutral
female,diploma,ethnic wear,casual wear,no,on festival,both,"better prices, try before buying",below ₹500,30250,yes,very confident,no regret,friends,reviews,better prices,,30250.0,,1,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,18228,sometimes,very confident,poor fit,friends,quality assurance,better quality,,18228.0,,2,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,14789,yes,very confident,price not worth it,friends,reviews,better prices,,14789.0,,2,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,18057,yes,very confident,poor fit,friends,reviews,better prices,,18057.0,,2,Neutral
male,b.tech / b.e,formal wear,mixed,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,19769,sometimes,very confident,poor fit,friends,quality assurance,better quality,,19769.0,,0,Neutral
male,diploma,formal wear,jeans & t-shirts,no,on festival,offline shopping,"better prices, try before buying",₹1001 – ₹2000,26492,sometimes,very confident,no regret,friends,quality assurance,better quality,,26492.0,,1,Neutral
female,diploma,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",below ₹500,17548,yes,very confident,different from images,friends,reviews,better prices,,17548.0,,2,Neutral
female,mbbs / medical,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",₹1001 – ₹2000,15378,yes,very confident,different from images,friends,reviews,better prices,,15378.0,,2,Neutral
male,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,22744,yes,very confident,poor fit,friends,quality assurance,better quality,,22744.0,,0,Neutral
female,m.tech / m.e,ethnic wear,mixed,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,24872,yes,very confident,no regret,friends,reviews,better prices,,24872.0,,1,Neutral
male,mba,formal wear,formals,no,1-2 months,offline shopping,"better prices, try before buying",below ₹500,27477,yes,very confident,different from images,friends,quality assurance,better quality,,27477.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,20385,yes,very confident,different from images,friends,reviews,better prices,,20385.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,30750,yes,very confident,no regret,friends,reviews,better prices,,30750.0,,1,Neutral
male,m.tech / m.e,formal wear,mixed,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,24824,no,very confident,different from images,friends,quality assurance,better quality,,24824.0,,1,Neutral
male,mbbs / medical,sports wear,casual wear,no,on festival,offline shopping,"better prices, try before buying",₹500 – ₹1000,25850,yes,very confident,quality issues,friends,quality assurance,better quality,,25850.0,,1,Neutral
male,diploma,sports wear,casual wear,yes,on festival,offline shopping,"better prices, try before buying",below ₹500,11015,sometimes,very confident,no regret,friends,quality assurance,better quality,,11015.0,,2,Neutral
male,m.tech / m.e,formal wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,14769,yes,very confident,different from images,friends,quality assurance,better quality,,14769.0,,2,Neutral
female,mbbs / medical,casual wear,jeans & t-shirts,yes,on festival,online shopping,"more variety, convenience",above ₹2000,17530,yes,very confident,quality issues,friends,reviews,better prices,,17530.0,,2,Neutral
male,mbbs / medical,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",₹500 – ₹1000,14223,no,very confident,no regret,friends,quality assurance,better quality,,14223.0,,2,Neutral
male,mba,formal wear,mixed,yes,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,15715,sometimes,very confident,price not worth it,friends,quality assurance,better quality,,15715.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,26670,yes,very confident,price not worth it,friends,reviews,better prices,,26670.0,,1,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,30285,yes,very confident,no regret,friends,reviews,better prices,,30285.0,,1,Neutral
female,m.tech / m.e,casual wear,mixed,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,22791,yes,very confident,poor fit,friends,reviews,better prices,,22791.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,18835,yes,very confident,price not worth it,friends,reviews,better prices,,18835.0,,0,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,15075,yes,very confident,no regret,friends,reviews,better prices,,15075.0,,2,Neutral
female,mbbs / medical,casual wear,mixed,yes,on festival,online shopping,"more variety, convenience",below ₹500,18878,yes,very confident,poor fit,friends,reviews,better prices,,18878.0,,0,Neutral
female,mba,ethnic wear,formals,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,19642,yes,very confident,different from images,friends,reviews,better prices,,19642.0,,0,Neutral
female,b.tech / b.e,ethnic wear,casual wear,no,1-2 months,both,"better prices, try before buying",below ₹500,24028,yes,very confident,price not worth it,friends,reviews,better prices,,24028.0,,0,Neutral
male,mbbs / medical,formal wear,jeans & t-shirts,yes,on festival,offline shopping,"better prices, try before buying",below ₹500,14179,yes,very confident,price not worth it,friends,quality assurance,better quality,,14179.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,17949,yes,very confident,quality issues,friends,reviews,better prices,,17949.0,,2,Neutral
female,m.tech / m.e,ethnic wear,mixed,no,1-2 months,online shopping,"more variety, convenience",above ₹2000,20953,yes,very confident,different from images,friends,reviews,better prices,,20953.0,,0,Neutral
male,b.tech / b.e,casual wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,22928,no,very confident,price not worth it,friends,quality assurance,better quality,,22928.0,,0,Neutral
male,mba,sports wear,jeans & t-shirts,yes,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,13163,sometimes,very confident,quality issues,friends,quality assurance,better quality,,13163.0,,2,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,27469,no,very confident,no regret,friends,quality assurance,better quality,,27469.0,,1,Neutral
female,mba,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,19260,yes,very confident,poor fit,friends,reviews,better prices,,19260.0,,0,Neutral
female,post-graduate,casual wear,casual wear,no,2-3 weeks,both,"better prices, try before buying",above ₹2000,28409,yes,very confident,poor fit,friends,reviews,better prices,,28409.0,,1,Neutral
female,diploma,casual wear,casual wear,yes,on festival,both,"better prices, try before buying",₹1001 – ₹2000,17934,yes,very confident,poor fit,friends,reviews,better prices,,17934.0,,2,Neutral
male,m.tech / m.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,25804,no,very confident,price not worth it,friends,quality assurance,better quality,,25804.0,,1,Neutral
male,m.tech / m.e,sports wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,21391,no,very confident,no regret,friends,quality assurance,better quality,,21391.0,,0,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,24854,yes,very confident,no regret,friends,reviews,better prices,,24854.0,,1,Neutral
male,m.tech / m.e,casual wear,mixed,no,1-2 months,offline shopping,"better prices, try before buying",above ₹2000,23644,yes,very confident,price not worth it,friends,quality assurance,better quality,,23644.0,,0,Neutral
male,m.tech / m.e,formal wear,casual wear,no,1-2 months,offline shopping,"better prices, try before buying",below ₹500,28256,yes,very confident,different from images,friends,quality assurance,better quality,,28256.0,,1,Neutral
male,b.tech / b.e,casual wear,jeans & t-shirts,no,1-2 months,offline shopping,"better prices, try before buying",below ₹500,25687,no,very confident,poor fit,friends,quality assurance,better quality,,25687.0,,1,Neutral
female,mba,casual wear,formals,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,26611,yes,very confident,no regret,friends,reviews,better prices,,26611.0,,1,Neutral
male,mba,formal wear,formals,no,1-2 months,offline shopping,"better prices, try before buying",₹1001 – ₹2000,26244,sometimes,very confident,quality issues,friends,quality assurance,better quality,,26244.0,,1,Neutral
female,post-graduate,casual wear,formals,no,2-3 weeks,online shopping,"more variety, convenience",₹500 – ₹1000,24450,yes,very confident,no regret,friends,reviews,better prices,,24450.0,,0,Neutral
female,mba,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",below ₹500,28765,yes,very confident,price not worth it,friends,reviews,better prices,,28765.0,,1,Neutral
female,b.tech / b.e,casual wear,jeans & t-shirts,yes,1-2 months,online shopping,"more variety, convenience",below ₹500,16464,yes,very confident,different from images,friends,reviews,better prices,,16464.0,,2,Neutral
female,m.tech / m.e,casual wear,casual wear,yes,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,15677,yes,very confident,quality issues,friends,reviews,better prices,,15677.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",below ₹500,27316,yes,very confident,no regret,friends,reviews,better prices,,27316.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,28242,yes,very confident,price not worth it,friends,reviews,better prices,,28242.0,,1,Neutral
female,b.tech / b.e,ethnic wear,mixed,yes,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,16755,yes,very confident,no regret,friends,reviews,better prices,,16755.0,,2,Neutral
female,post-graduate,casual wear,mixed,no,2-3 weeks,online shopping,"more variety, convenience",below ₹500,26786,yes,very confident,different from images,friends,reviews,better prices,,26786.0,,1,Neutral
male,b.tech / b.e,formal wear,casual wear,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,25328,yes,very confident,no regret,friends,quality assurance,better quality,,25328.0,,1,Neutral
male,mbbs / medical,sports wear,jeans & t-shirts,yes,on festival,offline shopping,"better prices, try before buying",₹500 – ₹1000,15606,no,very confident,no regret,friends,quality assurance,better quality,,15606.0,,2,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,30746,yes,very confident,quality issues,friends,reviews,better prices,,30746.0,,1,Neutral
female,mba,casual wear,mixed,no,1-2 months,online shopping,"more variety, convenience",₹1001 – ₹2000,24254,yes,very confident,no regret,friends,reviews,better prices,,24254.0,,0,Neutral
female,post-graduate,ethnic wear,casual wear,no,2-3 weeks,online shopping,"more variety, convenience",₹500 – ₹1000,31417,yes,very confident,quality issues,friends,reviews,better prices,,31417.0,,1,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",₹500 – ₹1000,27647,yes,very confident,different from images,friends,reviews,better prices,,27647.0,,1,Neutral
female,m.tech / m.e,casual wear,casual wear,no,1-2 months,online shopping,"more variety, convenience",below ₹500,29452,yes,very confident,poor fit,friends,reviews,better prices,,29452.0,,1,Neutral
female,post-graduate,casual wear,casual wear,no,2-3 weeks,both,"better prices, try before buying",₹1001 – ₹2000,28397,yes,very confident,no regret,friends,reviews,better prices,,28397.0,,1,Neutral
female,b.tech / b.e,ethnic wear,jeans & t-shirts,yes,1-2 months,online shopping,"more variety, convenience",below ₹500,15233,yes,very confident,different from images,friends,reviews,better prices,,15233.0,,2,Neutral
female,m.tech / m.e,casual wear,mixed,yes,1-2 months,both,"better prices, try before buying",above ₹2000,14428,yes,very confident,poor fit,friends,reviews,better prices,,14428.0,,2,Neutral
female,m.tech / m.e,ethnic wear,mixed,no,1-2 months,both,"better prices, try before buying",₹1001 – ₹2000,28715,yes,very confident,no regret,friends,reviews,better prices,,28715.0,,1,Neutral
male,b.tech / b.e,sports wear,mixed,no,1-2 months,offline shopping,"better prices, try before buying",₹500 – ₹1000,23132,no,very confident,different from images,friends,quality assurance,better quality,,23132.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",below ₹500,28426,yes,very confident,quality issues,friends,reviews,better prices,,28426.0,,1,Neutral
male,mba,formal wear,jeans & t-shirts,no,1-2 months,both,"better prices, try before buying",₹500 – ₹1000,22722,yes,very confident,poor fit,friends,quality assurance,better quality,,22722.0,,0,Neutral
female,post-graduate,ethnic wear,jeans & t-shirts,no,2-3 weeks,both,"better prices, try before buying",below ₹500,23746,yes,very confident,poor fit,friends,reviews,better prices,,23746.0,,0,Neutral
female,b.tech / b.e,casual wear,casual wear,no,1-2 months,both,"better prices, try before buying",above ₹2000,23420,yes,very confident,quality issues,friends,reviews,better prices,,23420.0,,0,Neutral
